CustomerID,Country,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Segment
13544.0,United Kingdom,40,2,291.41,3,2,1,321,6,Others
13546.0,United Kingdom,12,3,626.99,4,3,2,432,9,Big Spenders
13548.0,United Kingdom,96,2,682.41,2,2,3,223,7,Big Spenders
13549.0,United Kingdom,26,7,918.2,3,4,3,343,10,Big Spenders
13551.0,United Kingdom,319,1,91.80000000000001,1,1,1,111,3,Almost Lost
13552.0,United Kingdom,66,12,3740.07,2,4,4,244,10,Loyal Customers
13555.0,United Kingdom,74,4,4149.28,2,3,4,234,9,Big Spenders
13557.0,United Kingdom,28,2,584.06,3,2,2,322,7,Big Spenders
13558.0,United Kingdom,6,4,605.06,4,3,2,432,9,Big Spenders
13560.0,United Kingdom,7,1,174.37,4,1,1,411,6,Others
13561.0,United Kingdom,216,1,141.85999999999999,1,1,1,111,3,Almost Lost
13562.0,United Kingdom,82,3,1799.33,2,3,4,234,9,Big Spenders
13563.0,United Kingdom,84,2,777.53,2,2,3,223,7,Big Spenders
13564.0,United Kingdom,144,3,1749.02,1,3,4,134,8,Big Spenders
13565.0,United Kingdom,19,2,240.22,3,2,1,321,6,Others
13566.0,United Kingdom,41,2,874.71,3,2,3,323,8,Big Spenders
13568.0,United Kingdom,173,1,192.85,1,1,1,111,3,Almost Lost
13569.0,United Kingdom,17,2,373.75,4,2,2,422,8,Others
13570.0,United Kingdom,243,1,239.49,1,1,1,111,3,Almost Lost
13571.0,United Kingdom,13,12,2092.32,4,4,4,444,12,Best Customers
13572.0,United Kingdom,206,1,1384.25,1,1,3,113,5,Big Spenders
13573.0,United Kingdom,50,2,294.4,3,2,1,321,6,Others
13575.0,United Kingdom,23,5,732.0699999999999,3,4,3,343,10,Big Spenders
13576.0,United Kingdom,10,18,6717.34,4,4,4,444,12,Best Customers
13577.0,United Kingdom,25,4,1687.6000000000001,3,3,4,334,10,Big Spenders
13579.0,United Kingdom,15,2,467.04,4,2,2,422,8,Others
13581.0,United Kingdom,309,1,118.0,1,1,1,111,3,Almost Lost
13583.0,United Kingdom,156,1,781.03,1,1,3,113,5,Big Spenders
13584.0,United Kingdom,307,1,142.4,1,1,1,111,3,Almost Lost
13587.0,United Kingdom,64,1,712.4,2,1,3,213,6,Big Spenders
13588.0,United Kingdom,16,9,2478.95,4,4,4,444,12,Loyal Customers
13589.0,United Kingdom,15,2,379.65,4,2,2,422,8,Others
13590.0,United Kingdom,11,6,1981.92,4,4,4,444,12,Big Spenders
13591.0,United Kingdom,65,3,1117.13,2,3,3,233,8,Big Spenders
13592.0,United Kingdom,36,4,247.95999999999998,3,3,1,331,7,Others
13593.0,United Kingdom,108,5,2037.0800000000002,2,4,4,244,10,Big Spenders
13594.0,United Kingdom,53,1,396.97,2,1,2,212,5,Others
13596.0,United Kingdom,6,2,697.04,4,2,3,423,9,Big Spenders
13598.0,United Kingdom,47,1,180.17000000000002,3,1,1,311,5,Others
13599.0,United Kingdom,1,21,5153.67,4,4,4,444,12,Best Customers
13600.0,United Kingdom,312,1,219.52,1,1,1,111,3,Almost Lost
13601.0,United Kingdom,45,2,693.32,3,2,3,323,8,Big Spenders
13602.0,United Kingdom,65,1,428.89,2,1,2,212,5,Others
13603.0,United Kingdom,26,1,164.34,3,1,1,311,5,Others
13606.0,United Kingdom,29,3,280.53999999999996,3,3,1,331,7,Others
13607.0,United Kingdom,40,1,678.01,3,1,3,313,7,Big Spenders
13610.0,United Kingdom,12,7,1131.88,4,4,3,443,11,Big Spenders
13611.0,United Kingdom,89,3,1171.8,2,3,3,233,8,Big Spenders
13614.0,United Kingdom,24,4,1610.46,3,3,3,333,9,Big Spenders
13615.0,United Kingdom,319,1,417.69,1,1,2,112,4,Almost Lost
13617.0,United Kingdom,40,3,544.18,3,3,2,332,8,Big Spenders
13618.0,United Kingdom,174,1,177.34,1,1,1,111,3,Almost Lost
13621.0,United Kingdom,117,1,213.85,2,1,1,211,4,Almost Lost
13623.0,United Kingdom,31,5,747.78,3,4,3,343,10,Big Spenders
13626.0,United Kingdom,253,1,257.23,1,1,1,111,3,Almost Lost
13627.0,United Kingdom,59,5,1638.47,2,4,3,243,9,Big Spenders
13629.0,United Kingdom,23,11,7792.36,3,4,4,344,11,Best Customers
13630.0,United Kingdom,5,7,2031.78,4,4,4,444,12,Big Spenders
13631.0,United Kingdom,100,11,3070.42,2,4,4,244,10,Loyal Customers
13632.0,United Kingdom,25,5,2121.27,3,4,4,344,11,Big Spenders
13634.0,United Kingdom,33,5,1575.16,3,4,3,343,10,Big Spenders
13635.0,United Kingdom,68,1,1071.03,2,1,3,213,6,Big Spenders
13636.0,United Kingdom,37,5,949.12,3,4,3,343,10,Big Spenders
13637.0,United Kingdom,52,3,810.5,2,3,3,233,8,Big Spenders
13638.0,United Kingdom,16,1,122.64,4,1,1,411,6,Others
13639.0,United Kingdom,74,1,1033.34,2,1,3,213,6,Big Spenders
13642.0,United Kingdom,216,1,354.8,1,1,2,112,4,Almost Lost
13643.0,United Kingdom,31,3,519.44,3,3,2,332,8,Big Spenders
13644.0,United Kingdom,16,4,2624.26,4,3,4,434,11,Big Spenders
13645.0,United Kingdom,120,1,252.1,2,1,1,211,4,Almost Lost
13647.0,United Kingdom,10,4,1678.1200000000001,4,3,4,434,11,Big Spenders
13649.0,United Kingdom,257,2,346.6,1,2,2,122,5,Almost Lost
13650.0,United Kingdom,17,6,1836.34,4,4,4,444,12,Big Spenders
13651.0,United Kingdom,35,2,94.2,3,2,1,321,6,Others
13652.0,United Kingdom,46,3,1095.08,3,3,3,333,9,Big Spenders
13654.0,United Kingdom,43,6,2707.33,3,4,4,344,11,Big Spenders
13655.0,United Kingdom,114,2,932.97,2,2,3,223,7,Big Spenders
13656.0,United Kingdom,165,2,379.65,1,2,2,122,5,Almost Lost
13657.0,United Kingdom,11,2,382.14,4,2,2,422,8,Others
13658.0,United Kingdom,10,5,2639.17,4,4,4,444,12,Big Spenders
13659.0,United Kingdom,206,2,1573.2,1,2,3,123,6,Big Spenders
13662.0,United Kingdom,86,3,897.76,2,3,3,233,8,Big Spenders
13663.0,United Kingdom,179,1,189.47,1,1,1,111,3,Almost Lost
13666.0,United Kingdom,60,3,84.65,2,3,1,231,6,Others
13667.0,United Kingdom,149,1,305.02,1,1,1,111,3,Almost Lost
13668.0,United Kingdom,3,21,6363.59,4,4,4,444,12,Best Customers
13669.0,United Kingdom,51,2,218.55,3,2,1,321,6,Others
13670.0,United Kingdom,75,1,349.7,2,1,2,212,5,Others
13672.0,United Kingdom,301,2,186.39000000000001,1,2,1,121,4,Almost Lost
13673.0,United Kingdom,19,2,396.92,3,2,2,322,7,Others
13675.0,United Kingdom,151,2,486.82000000000005,1,2,2,122,5,Almost Lost
13678.0,United Kingdom,152,1,232.6,1,1,1,111,3,Almost Lost
13680.0,United Kingdom,1,4,3722.42,4,3,4,434,11,Big Spenders
13681.0,United Kingdom,18,4,827.83,4,3,3,433,10,Big Spenders
13682.0,United Kingdom,187,1,59.5,1,1,1,111,3,Almost Lost
13684.0,United Kingdom,286,1,67.23,1,1,1,111,3,Almost Lost
13685.0,United Kingdom,3,7,3119.44,4,4,4,444,12,Big Spenders
13686.0,United Kingdom,183,1,72.0,1,1,1,111,3,Almost Lost
13689.0,United Kingdom,63,1,910.0,2,1,3,213,6,Big Spenders
13690.0,United Kingdom,59,1,172.25,2,1,1,211,4,Others
13692.0,United Kingdom,25,3,1488.32,3,3,3,333,9,Big Spenders
13694.0,United Kingdom,4,50,65039.62,4,4,4,444,12,Best Customers
13695.0,United Kingdom,31,15,2504.13,3,4,4,344,11,Loyal Customers
13697.0,United Kingdom,39,1,151.29999999999998,3,1,1,311,5,Others
13699.0,United Kingdom,155,1,308.58000000000004,1,1,2,112,4,Almost Lost
13700.0,United Kingdom,26,10,2265.12,3,4,4,344,11,Loyal Customers
13703.0,United Kingdom,318,1,99.5,1,1,1,111,3,Almost Lost
13704.0,United Kingdom,5,9,2308.06,4,4,4,444,12,Loyal Customers
13705.0,United Kingdom,8,3,711.86,4,3,3,433,10,Big Spenders
13706.0,United Kingdom,303,1,330.79,1,1,2,112,4,Almost Lost
13707.0,United Kingdom,267,2,806.41,1,2,3,123,6,Big Spenders
13708.0,United Kingdom,271,1,296.88,1,1,1,111,3,Almost Lost
13709.0,United Kingdom,4,13,6328.05,4,4,4,444,12,Best Customers
13710.0,United Kingdom,32,1,180.48,3,1,1,311,5,Others
13711.0,United Kingdom,219,2,252.06,1,2,1,121,4,Almost Lost
13712.0,United Kingdom,247,1,228.84,1,1,1,111,3,Almost Lost
13715.0,United Kingdom,281,5,1079.34,1,4,3,143,8,Big Spenders
13716.0,United Kingdom,269,1,138.28,1,1,1,111,3,Almost Lost
13717.0,United Kingdom,32,6,1445.01,3,4,3,343,10,Big Spenders
13718.0,United Kingdom,246,2,306.55,1,2,1,121,4,Almost Lost
13719.0,United Kingdom,15,5,1041.68,4,4,3,443,11,Big Spenders
13720.0,United Kingdom,117,4,799.9,2,3,3,233,8,Big Spenders
13721.0,United Kingdom,36,1,524.14,3,1,2,312,6,Big Spenders
13722.0,United Kingdom,132,3,2375.41,2,3,4,234,9,Big Spenders
13723.0,United Kingdom,217,1,199.85000000000002,1,1,1,111,3,Almost Lost
13725.0,United Kingdom,50,8,1980.56,3,4,4,344,11,Loyal Customers
13726.0,United Kingdom,39,2,1079.6599999999999,3,2,3,323,8,Big Spenders
13727.0,United Kingdom,29,2,333.48,3,2,2,322,7,Others
13728.0,United Kingdom,37,6,1016.14,3,4,3,343,10,Big Spenders
13730.0,United Kingdom,136,2,752.6,2,2,3,223,7,Big Spenders
13731.0,United Kingdom,219,2,610.59,1,2,2,122,5,Big Spenders
13732.0,United Kingdom,28,1,491.86,3,1,2,312,6,Others
13735.0,United Kingdom,25,4,2885.2400000000002,3,3,4,334,10,Big Spenders
13736.0,United Kingdom,5,2,731.9,4,2,3,423,9,Big Spenders
13737.0,United Kingdom,200,1,339.59999999999997,1,1,2,112,4,Almost Lost
13739.0,United Kingdom,18,1,216.9,4,1,1,411,6,Others
13740.0,United Kingdom,241,1,350.75,1,1,2,112,4,Almost Lost
13741.0,United Kingdom,72,3,668.4300000000001,2,3,2,232,7,Big Spenders
13742.0,United Kingdom,17,12,3131.02,4,4,4,444,12,Best Customers
13743.0,United Kingdom,3,7,1341.6,4,4,3,443,11,Big Spenders
13744.0,United Kingdom,95,2,1156.36,2,2,3,223,7,Big Spenders
13745.0,United Kingdom,162,1,300.04,1,1,1,111,3,Almost Lost
13747.0,United Kingdom,374,1,79.6,1,1,1,111,3,Almost Lost
13748.0,United Kingdom,96,5,948.25,2,4,3,243,9,Big Spenders
13750.0,United Kingdom,54,5,1647.26,2,4,3,243,9,Big Spenders
13751.0,United Kingdom,288,1,296.25,1,1,1,111,3,Almost Lost
13752.0,United Kingdom,124,6,1186.28,2,4,3,243,9,Big Spenders
13753.0,United Kingdom,288,1,741.26,1,1,3,113,5,Big Spenders
13754.0,United Kingdom,152,2,282.59999999999997,1,2,1,121,4,Almost Lost
13755.0,United Kingdom,4,9,2161.35,4,4,4,444,12,Loyal Customers
13756.0,United Kingdom,2,14,5189.52,4,4,4,444,12,Best Customers
13758.0,United Kingdom,12,7,3190.55,4,4,4,444,12,Big Spenders
13759.0,United Kingdom,33,2,659.4100000000001,3,2,2,322,7,Big Spenders
13760.0,United Kingdom,54,2,286.79,2,2,1,221,5,Others
13761.0,United Kingdom,50,2,1070.65,3,2,3,323,8,Big Spenders
13762.0,United Kingdom,219,1,306.72,1,1,1,111,3,Almost Lost
13763.0,United Kingdom,63,1,1714.96,2,1,4,214,7,Big Spenders
13764.0,United Kingdom,71,3,1521.76,2,3,3,233,8,Big Spenders
13767.0,United Kingdom,2,37,17220.36,4,4,4,444,12,Best Customers
13769.0,United Kingdom,2,10,2796.51,4,4,4,444,12,Best Customers
13771.0,United Kingdom,64,4,2634.45,2,3,4,234,9,Big Spenders
13772.0,United Kingdom,34,3,1132.13,3,3,3,333,9,Big Spenders
13774.0,United Kingdom,82,1,345.0,2,1,2,212,5,Others
13777.0,United Kingdom,1,33,25977.16,4,4,4,444,12,Best Customers
13778.0,United Kingdom,103,1,178.7,2,1,1,211,4,Almost Lost
13780.0,United Kingdom,7,2,360.01,4,2,2,422,8,Others
13781.0,United Kingdom,251,1,127.84,1,1,1,111,3,Almost Lost
13782.0,United Kingdom,13,6,912.0,4,4,3,443,11,Big Spenders
13784.0,United Kingdom,10,11,2462.79,4,4,4,444,12,Best Customers
13786.0,United Kingdom,367,1,230.39999999999998,1,1,1,111,3,Almost Lost
13787.0,United Kingdom,76,2,309.04,2,2,2,222,6,Others
13790.0,United Kingdom,4,1,348.8,4,1,2,412,7,Others
13791.0,United Kingdom,128,2,1516.0,2,2,3,223,7,Big Spenders
13792.0,United Kingdom,66,2,195.55,2,2,1,221,5,Others
13798.0,United Kingdom,1,57,37153.85,4,4,4,444,12,Best Customers
13799.0,United Kingdom,117,2,688.86,2,2,3,223,7,Big Spenders
13800.0,United Kingdom,310,1,558.32,1,1,2,112,4,Big Spenders
13801.0,United Kingdom,67,1,324.8,2,1,2,212,5,Others
13802.0,United Kingdom,139,3,4599.42,2,3,4,234,9,Big Spenders
13803.0,United Kingdom,255,1,277.07,1,1,1,111,3,Almost Lost
13804.0,United Kingdom,31,7,2635.79,3,4,4,344,11,Big Spenders
13805.0,United Kingdom,52,2,924.6,2,2,3,223,7,Big Spenders
13806.0,United Kingdom,64,1,256.38,2,1,1,211,4,Others
13807.0,United Kingdom,367,1,112.6,1,1,1,111,3,Almost Lost
13808.0,United Kingdom,6,5,1747.66,4,4,4,444,12,Big Spenders
13809.0,Cyprus,305,1,155.05,1,1,1,111,3,Almost Lost
13810.0,Germany,29,3,1499.01,3,3,3,333,9,Big Spenders
13811.0,Germany,184,3,814.5,1,3,3,133,7,Big Spenders
13812.0,Germany,42,3,539.0,3,3,2,332,8,Big Spenders
13813.0,Germany,40,4,1366.8600000000001,3,3,3,333,9,Big Spenders
13814.0,Germany,92,2,1579.12,2,2,3,223,7,Big Spenders
13815.0,Germany,22,4,4027.36,3,3,4,334,10,Big Spenders
13816.0,Germany,24,2,571.6700000000001,3,2,2,322,7,Big Spenders
13817.0,Germany,29,2,382.98,3,2,2,322,7,Others
13819.0,United Kingdom,302,3,1140.35,1,3,3,133,7,Big Spenders
13821.0,United Kingdom,145,2,385.64,1,2,2,122,5,Almost Lost
13822.0,United Kingdom,6,2,632.0,4,2,2,422,8,Big Spenders
13823.0,United Kingdom,19,2,957.66,3,2,3,323,8,Big Spenders
13824.0,United Kingdom,33,5,1698.94,3,4,4,344,11,Big Spenders
13826.0,United Kingdom,176,1,189.5,1,1,1,111,3,Almost Lost
13827.0,United Kingdom,58,3,412.05,2,3,2,232,7,Others
13828.0,United Kingdom,22,1,209.49,3,1,1,311,5,Others
13831.0,United Kingdom,16,6,2202.99,4,4,4,444,12,Big Spenders
13832.0,United Kingdom,19,1,52.199999999999996,3,1,1,311,5,Others
13833.0,United Kingdom,159,1,384.8,1,1,2,112,4,Almost Lost
13835.0,United Kingdom,25,4,834.57,3,3,3,333,9,Big Spenders
13837.0,United Kingdom,212,2,271.24,1,2,1,121,4,Almost Lost
13838.0,United Kingdom,6,4,691.73,4,3,3,433,10,Big Spenders
13841.0,United Kingdom,253,1,85.0,1,1,1,111,3,Almost Lost
13842.0,United Kingdom,59,9,3385.62,2,4,4,244,10,Loyal Customers
13844.0,United Kingdom,11,1,361.62,4,1,2,412,7,Others
13845.0,United Kingdom,65,1,312.98,2,1,2,212,5,Others
13846.0,United Kingdom,25,3,865.0600000000001,3,3,3,333,9,Big Spenders
13848.0,United Kingdom,92,3,1255.0,2,3,3,233,8,Big Spenders
13849.0,United Kingdom,52,2,1537.95,2,2,3,223,7,Big Spenders
13850.0,United Kingdom,129,1,1595.48,2,1,3,213,6,Big Spenders
13851.0,United Kingdom,96,3,2651.46,2,3,4,234,9,Big Spenders
13853.0,United Kingdom,57,1,1090.14,2,1,3,213,6,Big Spenders
13854.0,United Kingdom,9,25,8109.5199999999995,4,4,4,444,12,Best Customers
13856.0,United Kingdom,169,3,388.5,1,3,2,132,6,Others
13858.0,United Kingdom,57,1,216.17,2,1,1,211,4,Others
13859.0,United Kingdom,326,1,201.16,1,1,1,111,3,Almost Lost
13860.0,United Kingdom,1,5,1245.9,4,4,3,443,11,Big Spenders
13862.0,United Kingdom,18,8,2209.36,4,4,4,444,12,Loyal Customers
13863.0,United Kingdom,248,1,305.78,1,1,1,111,3,Almost Lost
13865.0,United Kingdom,58,4,501.56,2,3,2,232,7,Big Spenders
13866.0,United Kingdom,74,1,145.67000000000002,2,1,1,211,4,Others
13867.0,United Kingdom,31,3,1015.29,3,3,3,333,9,Big Spenders
13868.0,United Kingdom,7,2,3192.54,4,2,4,424,10,Big Spenders
13869.0,United Kingdom,123,4,3104.95,2,3,4,234,9,Big Spenders
13870.0,United Kingdom,2,8,2770.94,4,4,4,444,12,Loyal Customers
13871.0,United Kingdom,23,13,6403.25,3,4,4,344,11,Best Customers
13873.0,United Kingdom,120,3,389.6,2,3,2,232,7,Others
13874.0,United Kingdom,358,1,540.45,1,1,2,112,4,Big Spenders
13875.0,United Kingdom,54,5,1786.79,2,4,4,244,10,Big Spenders
13876.0,United Kingdom,64,1,122.7,2,1,1,211,4,Others
13877.0,United Kingdom,86,1,117.24,2,1,1,211,4,Others
13878.0,United Kingdom,55,1,1281.53,2,1,3,213,6,Big Spenders
13880.0,United Kingdom,21,13,3219.77,3,4,4,344,11,Best Customers
13881.0,United Kingdom,4,20,17159.52,4,4,4,444,12,Best Customers
13882.0,United Kingdom,3,5,1191.13,4,4,3,443,11,Big Spenders
13883.0,United Kingdom,11,5,2674.48,4,4,4,444,12,Big Spenders
13884.0,United Kingdom,7,5,787.6,4,4,3,443,11,Big Spenders
13885.0,United Kingdom,189,2,506.8,1,2,2,122,5,Big Spenders
13886.0,United Kingdom,71,1,243.56,2,1,1,211,4,Others
13887.0,United Kingdom,204,1,349.55,1,1,2,112,4,Almost Lost
13888.0,United Kingdom,120,2,605.63,2,2,2,222,6,Big Spenders
13889.0,United Kingdom,93,1,416.90000000000003,2,1,2,212,5,Almost Lost
13890.0,United Kingdom,1,10,1883.8100000000002,4,4,4,444,12,Best Customers
13892.0,United Kingdom,27,4,632.97,3,3,2,332,8,Big Spenders
13893.0,United Kingdom,298,1,821.1,1,1,3,113,5,Big Spenders
13894.0,United Kingdom,24,3,564.62,3,3,2,332,8,Big Spenders
13895.0,United Kingdom,28,4,2593.07,3,3,4,334,10,Big Spenders
13897.0,United Kingdom,50,1,311.16,3,1,2,312,6,Others
13898.0,United Kingdom,326,1,155.93,1,1,1,111,3,Almost Lost
13899.0,United Kingdom,16,2,388.52,4,2,2,422,8,Others
13900.0,United Kingdom,183,3,740.95,1,3,3,133,7,Big Spenders
13901.0,United Kingdom,72,5,2867.2,2,4,4,244,10,Big Spenders
13904.0,United Kingdom,37,2,332.64,3,2,2,322,7,Others
13908.0,United Kingdom,80,4,2369.55,2,3,4,234,9,Big Spenders
13911.0,United Kingdom,57,9,2580.91,2,4,4,244,10,Loyal Customers
13914.0,United Kingdom,12,2,626.45,4,2,2,422,8,Big Spenders
13917.0,United Kingdom,50,2,272.04,3,2,1,321,6,Others
13918.0,United Kingdom,50,2,1212.8400000000001,3,2,3,323,8,Big Spenders
13919.0,Denmark,59,2,384.81,2,2,2,222,6,Others
13922.0,United Kingdom,352,1,172.25,1,1,1,111,3,Almost Lost
13923.0,United Kingdom,54,1,351.13,2,1,2,212,5,Others
13924.0,United Kingdom,2,6,1838.8500000000001,4,4,4,444,12,Big Spenders
13925.0,United Kingdom,93,4,678.25,2,3,3,233,8,Big Spenders
13926.0,United Kingdom,23,1,223.85000000000002,3,1,1,311,5,Others
13927.0,United Kingdom,75,1,348.99,2,1,2,212,5,Others
13928.0,United Kingdom,11,4,464.57,4,3,2,432,9,Others
13929.0,United Kingdom,169,2,842.65,1,2,3,123,6,Big Spenders
13930.0,United Kingdom,58,2,337.34,2,2,2,222,6,Others
13931.0,United Kingdom,96,2,1237.53,2,2,3,223,7,Big Spenders
13932.0,United Kingdom,295,1,307.4,1,1,2,112,4,Almost Lost
13933.0,United Kingdom,109,2,608.7900000000001,2,2,2,222,6,Big Spenders
13934.0,United Kingdom,264,1,922.1,1,1,3,113,5,Big Spenders
13936.0,United Kingdom,180,1,376.58,1,1,2,112,4,Almost Lost
13937.0,United Kingdom,169,1,158.85,1,1,1,111,3,Almost Lost
13938.0,United Kingdom,35,1,71.66,3,1,1,311,5,Others
13939.0,United Kingdom,23,3,568.55,3,3,2,332,8,Big Spenders
13940.0,United Kingdom,17,4,839.14,4,3,3,433,10,Big Spenders
13941.0,United Kingdom,22,5,5112.96,3,4,4,344,11,Big Spenders
13946.0,United Kingdom,79,3,561.5699999999999,2,3,2,232,7,Big Spenders
13947.0,United Kingdom,65,1,90.6,2,1,1,211,4,Others
13948.0,United Kingdom,361,1,102.0,1,1,1,111,3,Almost Lost
13949.0,United Kingdom,3,6,2427.32,4,4,4,444,12,Big Spenders
13950.0,United Kingdom,11,4,745.06,4,3,3,433,10,Big Spenders
13951.0,United Kingdom,176,3,674.45,1,3,2,132,6,Big Spenders
13952.0,United Kingdom,218,2,3251.071,1,2,4,124,7,Big Spenders
13953.0,United Kingdom,7,7,3515.68,4,4,4,444,12,Big Spenders
13954.0,United Kingdom,2,2,439.92,4,2,2,422,8,Others
13955.0,United Kingdom,154,2,322.96,1,2,2,122,5,Almost Lost
13956.0,United Kingdom,5,5,1026.42,4,4,3,443,11,Big Spenders
13959.0,United Kingdom,79,3,598.2,2,3,2,232,7,Big Spenders
13960.0,United Kingdom,21,2,230.22,3,2,1,321,6,Others
13962.0,United Kingdom,22,2,169.55,3,2,1,321,6,Others
13963.0,United Kingdom,308,4,664.54,1,3,2,132,6,Big Spenders
13967.0,United Kingdom,146,1,80.7,1,1,1,111,3,Almost Lost
13969.0,United Kingdom,7,18,9053.94,4,4,4,444,12,Best Customers
13971.0,United Kingdom,19,8,2758.26,3,4,4,344,11,Loyal Customers
13972.0,United Kingdom,71,2,190.25,2,2,1,221,5,Others
13973.0,United Kingdom,287,1,264.7,1,1,1,111,3,Almost Lost
13974.0,United Kingdom,49,1,413.59000000000003,3,1,2,312,6,Others
13975.0,United Kingdom,31,6,2526.28,3,4,4,344,11,Big Spenders
13976.0,United Kingdom,207,1,357.98,1,1,2,112,4,Almost Lost
13978.0,United Kingdom,15,2,196.79000000000002,4,2,1,421,7,Others
13979.0,United Kingdom,73,1,869.87,2,1,3,213,6,Big Spenders
13980.0,United Kingdom,60,1,200.14,2,1,1,211,4,Others
13982.0,United Kingdom,39,4,1871.81,3,3,4,334,10,Big Spenders
13983.0,United Kingdom,30,12,2603.43,3,4,4,344,11,Loyal Customers
13984.0,United Kingdom,27,5,920.51,3,4,3,343,10,Big Spenders
13985.0,United Kingdom,4,15,7060.13,4,4,4,444,12,Best Customers
13986.0,United Kingdom,17,1,320.46,4,1,2,412,7,Others
13988.0,United Kingdom,20,6,4147.96,3,4,4,344,11,Big Spenders
13989.0,United Kingdom,66,2,1266.08,2,2,3,223,7,Big Spenders
13990.0,United Kingdom,213,1,311.3,1,1,2,112,4,Almost Lost
13991.0,United Kingdom,12,6,855.97,4,4,3,443,11,Big Spenders
13992.0,United Kingdom,30,1,76.8,3,1,1,311,5,Others
13993.0,United Kingdom,43,9,3466.36,3,4,4,344,11,Loyal Customers
13994.0,United Kingdom,4,6,2313.14,4,4,4,444,12,Big Spenders
13995.0,United Kingdom,15,5,1393.69,4,4,3,443,11,Big Spenders
13999.0,United Kingdom,10,12,3901.81,4,4,4,444,12,Best Customers
14000.0,United Kingdom,211,1,635.66,1,1,2,112,4,Big Spenders
14001.0,United Kingdom,46,3,2043.0800000000002,3,3,4,334,10,Big Spenders
14002.0,United Kingdom,134,2,529.73,2,2,2,222,6,Big Spenders
14004.0,United Kingdom,43,7,4582.64,3,4,4,344,11,Big Spenders
14005.0,United Kingdom,10,5,2874.72,4,4,4,444,12,Big Spenders
14006.0,United Kingdom,116,3,962.19,2,3,3,233,8,Big Spenders
14009.0,United Kingdom,198,2,695.61,1,2,3,123,6,Big Spenders
14012.0,United Kingdom,278,1,328.8,1,1,2,112,4,Almost Lost
14013.0,United Kingdom,110,3,473.02,2,3,2,232,7,Others
14014.0,United Kingdom,77,1,505.18,2,1,2,212,5,Big Spenders
14015.0,United Kingdom,53,1,917.34,2,1,3,213,6,Big Spenders
14016.0,EIRE,162,4,4341.21,1,3,4,134,8,Big Spenders
14019.0,United Kingdom,47,3,1421.61,3,3,3,333,9,Big Spenders
14020.0,United Kingdom,17,2,642.8,4,2,2,422,8,Big Spenders
14021.0,United Kingdom,155,3,631.9,1,3,2,132,6,Big Spenders
14022.0,United Kingdom,225,1,440.0,1,1,2,112,4,Almost Lost
14023.0,United Kingdom,7,2,584.07,4,2,2,422,8,Big Spenders
14024.0,United Kingdom,122,2,327.7,2,2,2,222,6,Almost Lost
14027.0,United Kingdom,61,1,104.82,2,1,1,211,4,Others
14029.0,United Kingdom,63,2,467.66,2,2,2,222,6,Others
14030.0,United Kingdom,18,8,2360.09,4,4,4,444,12,Loyal Customers
14031.0,United Kingdom,7,19,17286.86,4,4,4,444,12,Best Customers
14032.0,United Kingdom,2,11,2975.59,4,4,4,444,12,Best Customers
14034.0,United Kingdom,22,3,651.8199999999999,3,3,2,332,8,Big Spenders
14035.0,United Kingdom,29,5,1428.02,3,4,3,343,10,Big Spenders
14036.0,United Kingdom,285,1,626.65,1,1,2,112,4,Big Spenders
14037.0,United Kingdom,176,2,147.20000000000002,1,2,1,121,4,Almost Lost
14038.0,United Kingdom,78,3,1560.38,2,3,3,233,8,Big Spenders
14039.0,United Kingdom,33,1,152.2,3,1,1,311,5,Others
14040.0,United Kingdom,41,12,3614.92,3,4,4,344,11,Loyal Customers
14041.0,United Kingdom,266,1,141.41,1,1,1,111,3,Almost Lost
14044.0,United Kingdom,27,4,652.82,3,3,2,332,8,Big Spenders
14045.0,United Kingdom,109,4,1659.75,2,3,3,233,8,Big Spenders
14046.0,United Kingdom,284,1,154.99,1,1,1,111,3,Almost Lost
14047.0,United Kingdom,9,5,1308.6100000000001,4,4,3,443,11,Big Spenders
14048.0,United Kingdom,305,1,409.93,1,1,2,112,4,Almost Lost
14049.0,United Kingdom,17,4,5681.72,4,3,4,434,11,Big Spenders
14050.0,United Kingdom,32,2,746.36,3,2,3,323,8,Big Spenders
14051.0,United Kingdom,1,23,15610.390000000001,4,4,4,444,12,Best Customers
14052.0,United Kingdom,20,1,225.36,3,1,1,311,5,Others
14053.0,United Kingdom,124,2,260.25,2,2,1,221,5,Almost Lost
14054.0,United Kingdom,65,1,92.46,2,1,1,211,4,Others
14055.0,United Kingdom,106,1,725.6400000000001,2,1,3,213,6,Big Spenders
14056.0,United Kingdom,1,23,8214.65,4,4,4,444,12,Best Customers
14057.0,United Kingdom,24,17,6217.96,3,4,4,344,11,Best Customers
14059.0,United Kingdom,267,1,183.6,1,1,1,111,3,Almost Lost
14060.0,United Kingdom,5,19,6140.42,4,4,4,444,12,Best Customers
14062.0,United Kingdom,10,12,10464.85,4,4,4,444,12,Best Customers
14064.0,United Kingdom,29,5,1353.74,3,4,3,343,10,Big Spenders
14066.0,United Kingdom,267,1,152.55,1,1,1,111,3,Almost Lost
14067.0,United Kingdom,64,2,374.7,2,2,2,222,6,Others
14068.0,United Kingdom,320,1,265.85,1,1,1,111,3,Almost Lost
14071.0,United Kingdom,4,8,1438.82,4,4,3,443,11,Loyal Customers
